Area,Item,Year, hg/ha_yield , average_rain_fall_mm_per_year , pesticides_tonnes ,avg_temp
Indonesia,Maize,1998,"26,526","2,702","1,597",27.28
Indonesia,Maize,1998,"26,526","2,702","1,597",27.9
Indonesia,Potatoes,1998,"153,432","2,702","1,597",25.81
Indonesia,Potatoes,1998,"153,432","2,702","1,597",27.58
Indonesia,Potatoes,1998,"153,432","2,702","1,597",27.72
Indonesia,Potatoes,1998,"153,432","2,702","1,597",27.77
Indonesia,Potatoes,1998,"153,432","2,702","1,597",27.28
Indonesia,Potatoes,1998,"153,432","2,702","1,597",27.9
Indonesia,"Rice, paddy",1998,"41,974","2,702","1,597",25.81
Indonesia,"Rice, paddy",1998,"41,974","2,702","1,597",27.58
Indonesia,"Rice, paddy",1998,"41,974","2,702","1,597",27.72
Indonesia,"Rice, paddy",1998,"41,974","2,702","1,597",27.77
Indonesia,"Rice, paddy",1998,"41,974","2,702","1,597",27.28
Indonesia,"Rice, paddy",1998,"41,974","2,702","1,597",27.9
Indonesia,Soybeans,1998,"11,923","2,702","1,597",25.81
Indonesia,Soybeans,1998,"11,923","2,702","1,597",27.58
Indonesia,Soybeans,1998,"11,923","2,702","1,597",27.72
Indonesia,Soybeans,1998,"11,923","2,702","1,597",27.77
Indonesia,Soybeans,1998,"11,923","2,702","1,597",27.28
Indonesia,Soybeans,1998,"11,923","2,702","1,597",27.9
Indonesia,Sweet potatoes,1998,"95,750","2,702","1,597",25.81
Indonesia,Sweet potatoes,1998,"95,750","2,702","1,597",27.58
Indonesia,Sweet potatoes,1998,"95,750","2,702","1,597",27.72
Indonesia,Sweet potatoes,1998,"95,750","2,702","1,597",27.77
Indonesia,Sweet potatoes,1998,"95,750","2,702","1,597",27.28
Indonesia,Sweet potatoes,1998,"95,750","2,702","1,597",27.9
Indonesia,Cassava,1999,"121,763","2,702","1,597",25.26
Indonesia,Cassava,1999,"121,763","2,702","1,597",27.01
Indonesia,Cassava,1999,"121,763","2,702","1,597",26.82
Indonesia,Cassava,1999,"121,763","2,702","1,597",27.17
Indonesia,Cassava,1999,"121,763","2,702","1,597",26.62
Indonesia,Cassava,1999,"121,763","2,702","1,597",27.32
Indonesia,Maize,1999,"26,629","2,702","1,597",25.26
Indonesia,Maize,1999,"26,629","2,702","1,597",27.01
Indonesia,Maize,1999,"26,629","2,702","1,597",26.82
Indonesia,Maize,1999,"26,629","2,702","1,597",27.17
Indonesia,Maize,1999,"26,629","2,702","1,597",26.62
Indonesia,Maize,1999,"26,629","2,702","1,597",27.32
Indonesia,Potatoes,1999,"147,199","2,702","1,597",25.26
Indonesia,Potatoes,1999,"147,199","2,702","1,597",27.01
Indonesia,Potatoes,1999,"147,199","2,702","1,597",26.82
Indonesia,Potatoes,1999,"147,199","2,702","1,597",27.17
Indonesia,Potatoes,1999,"147,199","2,702","1,597",26.62
Indonesia,Potatoes,1999,"147,199","2,702","1,597",27.32
Indonesia,"Rice, paddy",1999,"42,519","2,702","1,597",25.26
Indonesia,"Rice, paddy",1999,"42,519","2,702","1,597",27.01
Indonesia,"Rice, paddy",1999,"42,519","2,702","1,597",26.82
Indonesia,"Rice, paddy",1999,"42,519","2,702","1,597",27.17
Indonesia,"Rice, paddy",1999,"42,519","2,702","1,597",26.62
Indonesia,"Rice, paddy",1999,"42,519","2,702","1,597",27.32
Indonesia,Soybeans,1999,"12,013","2,702","1,597",25.26
Indonesia,Soybeans,1999,"12,013","2,702","1,597",27.01
Indonesia,Soybeans,1999,"12,013","2,702","1,597",26.82
Indonesia,Soybeans,1999,"12,013","2,702","1,597",27.17
Indonesia,Soybeans,1999,"12,013","2,702","1,597",26.62
Indonesia,Soybeans,1999,"12,013","2,702","1,597",27.32
Indonesia,Sweet potatoes,1999,"96,698","2,702","1,597",25.26
Indonesia,Sweet potatoes,1999,"96,698","2,702","1,597",27.01
Indonesia,Sweet potatoes,1999,"96,698","2,702","1,597",26.82
Indonesia,Sweet potatoes,1999,"96,698","2,702","1,597",27.17
Indonesia,Sweet potatoes,1999,"96,698","2,702","1,597",26.62
Indonesia,Sweet potatoes,1999,"96,698","2,702","1,597",27.32
Indonesia,Cassava,2000,"125,305","2,702","1,597",25.46
Indonesia,Cassava,2000,"125,305","2,702","1,597",27.2
Indonesia,Cassava,2000,"125,305","2,702","1,597",27.1
Indonesia,Cassava,2000,"125,305","2,702","1,597",27.23
Indonesia,Cassava,2000,"125,305","2,702","1,597",26.77
Indonesia,Cassava,2000,"125,305","2,702","1,597",27.44
Indonesia,Maize,2000,"27,649","2,702","1,597",25.46
Indonesia,Maize,2000,"27,649","2,702","1,597",27.2
Indonesia,Maize,2000,"27,649","2,702","1,597",27.1
Indonesia,Maize,2000,"27,649","2,702","1,597",27.23
Indonesia,Maize,2000,"27,649","2,702","1,597",26.77
Indonesia,Maize,2000,"27,649","2,702","1,597",27.44
Indonesia,Potatoes,2000,"133,759","2,702","1,597",25.46
Indonesia,Potatoes,2000,"133,759","2,702","1,597",27.2
Indonesia,Potatoes,2000,"133,759","2,702","1,597",27.1
Indonesia,Potatoes,2000,"133,759","2,702","1,597",27.23
Indonesia,Potatoes,2000,"133,759","2,702","1,597",26.77
Indonesia,Potatoes,2000,"133,759","2,702","1,597",27.44
Indonesia,"Rice, paddy",2000,"44,007","2,702","1,597",25.46
Indonesia,"Rice, paddy",2000,"44,007","2,702","1,597",27.2
Indonesia,"Rice, paddy",2000,"44,007","2,702","1,597",27.1
Indonesia,"Rice, paddy",2000,"44,007","2,702","1,597",27.23
Indonesia,"Rice, paddy",2000,"44,007","2,702","1,597",26.77
Indonesia,"Rice, paddy",2000,"44,007","2,702","1,597",27.44
Indonesia,Soybeans,2000,"12,335","2,702","1,597",25.46
Indonesia,Soybeans,2000,"12,335","2,702","1,597",27.2
Indonesia,Soybeans,2000,"12,335","2,702","1,597",27.1
Indonesia,Soybeans,2000,"12,335","2,702","1,597",27.23
Indonesia,Soybeans,2000,"12,335","2,702","1,597",26.77
Indonesia,Soybeans,2000,"12,335","2,702","1,597",27.44
Indonesia,Sweet potatoes,2000,"94,211","2,702","1,597",25.46
Indonesia,Sweet potatoes,2000,"94,211","2,702","1,597",27.2
Indonesia,Sweet potatoes,2000,"94,211","2,702","1,597",27.1
Indonesia,Sweet potatoes,2000,"94,211","2,702","1,597",27.23
Indonesia,Sweet potatoes,2000,"94,211","2,702","1,597",26.77
Indonesia,Sweet potatoes,2000,"94,211","2,702","1,597",27.44
Indonesia,Cassava,2001,"129,407","2,702","1,597",25.43
Indonesia,Cassava,2001,"129,407","2,702","1,597",27.13
Indonesia,Cassava,2001,"129,407","2,702","1,597",27.26
Indonesia,Cassava,2001,"129,407","2,702","1,597",27.32
Indonesia,Cassava,2001,"129,407","2,702","1,597",26.81
Indonesia,Cassava,2001,"129,407","2,702","1,597",27.52
Indonesia,Maize,2001,"28,446","2,702","1,597",25.43
Indonesia,Maize,2001,"28,446","2,702","1,597",27.13
Indonesia,Maize,2001,"28,446","2,702","1,597",27.26
Indonesia,Maize,2001,"28,446","2,702","1,597",27.32
Indonesia,Maize,2001,"28,446","2,702","1,597",26.81
Indonesia,Maize,2001,"28,446","2,702","1,597",27.52
Indonesia,Potatoes,2001,"148,495","2,702","1,597",25.43
Indonesia,Potatoes,2001,"148,495","2,702","1,597",27.13
Indonesia,Potatoes,2001,"148,495","2,702","1,597",27.26
Indonesia,Potatoes,2001,"148,495","2,702","1,597",27.32
Indonesia,Potatoes,2001,"148,495","2,702","1,597",26.81
Indonesia,Potatoes,2001,"148,495","2,702","1,597",27.52
Indonesia,"Rice, paddy",2001,"43,879","2,702","1,597",25.43
Indonesia,"Rice, paddy",2001,"43,879","2,702","1,597",27.13
Indonesia,"Rice, paddy",2001,"43,879","2,702","1,597",27.26
Indonesia,"Rice, paddy",2001,"43,879","2,702","1,597",27.32
Indonesia,"Rice, paddy",2001,"43,879","2,702","1,597",26.81
Indonesia,"Rice, paddy",2001,"43,879","2,702","1,597",27.52
Indonesia,Soybeans,2001,"12,181","2,702","1,597",25.43
Indonesia,Soybeans,2001,"12,181","2,702","1,597",27.13
Indonesia,Soybeans,2001,"12,181","2,702","1,597",27.26
Indonesia,Soybeans,2001,"12,181","2,702","1,597",27.32
Indonesia,Soybeans,2001,"12,181","2,702","1,597",26.81
Indonesia,Soybeans,2001,"12,181","2,702","1,597",27.52
Indonesia,Sweet potatoes,2001,"96,634","2,702","1,597",25.43
Indonesia,Sweet potatoes,2001,"96,634","2,702","1,597",27.13
Indonesia,Sweet potatoes,2001,"96,634","2,702","1,597",27.26
Indonesia,Sweet potatoes,2001,"96,634","2,702","1,597",27.32
Indonesia,Sweet potatoes,2001,"96,634","2,702","1,597",26.81
Indonesia,Sweet potatoes,2001,"96,634","2,702","1,597",27.52
Indonesia,Cassava,2002,"132,491","2,702","1,597",25.64
Indonesia,Cassava,2002,"132,491","2,702","1,597",27.4
Indonesia,Cassava,2002,"132,491","2,702","1,597",27.5
Indonesia,Cassava,2002,"132,491","2,702","1,597",27.49
Indonesia,Cassava,2002,"132,491","2,702","1,597",27.01
Indonesia,Cassava,2002,"132,491","2,702","1,597",27.71
Indonesia,Maize,2002,"30,655","2,702","1,597",25.64
Indonesia,Maize,2002,"30,655","2,702","1,597",27.4
Indonesia,Maize,2002,"30,655","2,702","1,597",27.5
Indonesia,Maize,2002,"30,655","2,702","1,597",27.49
Indonesia,Maize,2002,"30,655","2,702","1,597",27.01
Indonesia,Maize,2002,"30,655","2,702","1,597",27.71
Indonesia,Potatoes,2002,"155,903","2,702","1,597",25.64
Indonesia,Potatoes,2002,"155,903","2,702","1,597",27.4
Indonesia,Potatoes,2002,"155,903","2,702","1,597",27.5
Indonesia,Potatoes,2002,"155,903","2,702","1,597",27.49
Indonesia,Potatoes,2002,"155,903","2,702","1,597",27.01
Indonesia,Potatoes,2002,"155,903","2,702","1,597",27.71
Indonesia,"Rice, paddy",2002,"44,691","2,702","1,597",25.64
Indonesia,"Rice, paddy",2002,"44,691","2,702","1,597",27.4
Indonesia,"Rice, paddy",2002,"44,691","2,702","1,597",27.5
Indonesia,"Rice, paddy",2002,"44,691","2,702","1,597",27.49
Indonesia,"Rice, paddy",2002,"44,691","2,702","1,597",27.01
Indonesia,"Rice, paddy",2002,"44,691","2,702","1,597",27.71
Indonesia,Soybeans,2002,"12,360","2,702","1,597",25.64
Indonesia,Soybeans,2002,"12,360","2,702","1,597",27.4
Indonesia,Soybeans,2002,"12,360","2,702","1,597",27.5
Indonesia,Soybeans,2002,"12,360","2,702","1,597",27.49
Indonesia,Soybeans,2002,"12,360","2,702","1,597",27.01
Indonesia,Soybeans,2002,"12,360","2,702","1,597",27.71
Indonesia,Sweet potatoes,2002,"99,940","2,702","1,597",25.64
Indonesia,Sweet potatoes,2002,"99,940","2,702","1,597",27.4
Indonesia,Sweet potatoes,2002,"99,940","2,702","1,597",27.5
Indonesia,Sweet potatoes,2002,"99,940","2,702","1,597",27.49
Indonesia,Sweet potatoes,2002,"99,940","2,702","1,597",27.01
Indonesia,Sweet potatoes,2002,"99,940","2,702","1,597",27.71
Indonesia,Cassava,2004,"154,679","2,702","1,597",25.67
Indonesia,Cassava,2004,"154,679","2,702","1,597",27.42
Indonesia,Cassava,2004,"154,679","2,702","1,597",27.32
Indonesia,Cassava,2004,"154,679","2,702","1,597",27.57
Indonesia,Cassava,2004,"154,679","2,702","1,597",26.97
Indonesia,Cassava,2004,"154,679","2,702","1,597",27.69
Indonesia,Maize,2004,"33,439","2,702","1,597",25.67
Indonesia,Maize,2004,"33,439","2,702","1,597",27.42
Indonesia,Maize,2004,"33,439","2,702","1,597",27.32
Indonesia,Maize,2004,"33,439","2,702","1,597",27.57
Indonesia,Maize,2004,"33,439","2,702","1,597",26.97
Indonesia,Maize,2004,"33,439","2,702","1,597",27.69
Indonesia,Potatoes,2004,"163,870","2,702","1,597",25.67
Indonesia,Potatoes,2004,"163,870","2,702","1,597",27.42
Indonesia,Potatoes,2004,"163,870","2,702","1,597",27.32
Indonesia,Potatoes,2004,"163,870","2,702","1,597",27.57
Indonesia,Potatoes,2004,"163,870","2,702","1,597",26.97
Indonesia,Potatoes,2004,"163,870","2,702","1,597",27.69
Indonesia,"Rice, paddy",2004,"45,365","2,702","1,597",25.67
Indonesia,"Rice, paddy",2004,"45,365","2,702","1,597",27.42
Indonesia,"Rice, paddy",2004,"45,365","2,702","1,597",27.32
Indonesia,"Rice, paddy",2004,"45,365","2,702","1,597",27.57
Indonesia,"Rice, paddy",2004,"45,365","2,702","1,597",26.97
Indonesia,"Rice, paddy",2004,"45,365","2,702","1,597",27.69
Indonesia,Soybeans,2004,"12,801","2,702","1,597",25.67
Indonesia,Soybeans,2004,"12,801","2,702","1,597",27.42
Indonesia,Soybeans,2004,"12,801","2,702","1,597",27.32
Indonesia,Soybeans,2004,"12,801","2,702","1,597",27.57
Indonesia,Soybeans,2004,"12,801","2,702","1,597",26.97
Indonesia,Soybeans,2004,"12,801","2,702","1,597",27.69
Indonesia,Sweet potatoes,2004,"103,053","2,702","1,597",25.67
Indonesia,Sweet potatoes,2004,"103,053","2,702","1,597",27.42
Indonesia,Sweet potatoes,2004,"103,053","2,702","1,597",27.32
Indonesia,Sweet potatoes,2004,"103,053","2,702","1,597",27.57
Indonesia,Sweet potatoes,2004,"103,053","2,702","1,597",26.97
Indonesia,Sweet potatoes,2004,"103,053","2,702","1,597",27.69
Indonesia,Cassava,2005,"159,224","2,702","1,597",25.59
Indonesia,Cassava,2005,"159,224","2,702","1,597",27.22
Indonesia,Cassava,2005,"159,224","2,702","1,597",27.48
Indonesia,Cassava,2005,"159,224","2,702","1,597",27.44
Indonesia,Cassava,2005,"159,224","2,702","1,597",27.11
Indonesia,Cassava,2005,"159,224","2,702","1,597",27.77
Indonesia,Maize,2005,"34,539","2,702","1,597",25.59
Indonesia,Maize,2005,"34,539","2,702","1,597",27.22
Indonesia,Maize,2005,"34,539","2,702","1,597",27.48
Indonesia,Maize,2005,"34,539","2,702","1,597",27.44
Indonesia,Maize,2005,"34,539","2,702","1,597",27.11
Indonesia,Maize,2005,"34,539","2,702","1,597",27.77
Indonesia,Potatoes,2005,"164,014","2,702","1,597",25.59
Indonesia,Potatoes,2005,"164,014","2,702","1,597",27.22
Indonesia,Potatoes,2005,"164,014","2,702","1,597",27.48
Indonesia,Potatoes,2005,"164,014","2,702","1,597",27.44
Indonesia,Potatoes,2005,"164,014","2,702","1,597",27.11
Indonesia,Potatoes,2005,"164,014","2,702","1,597",27.77
Indonesia,"Rice, paddy",2005,"45,739","2,702","1,597",25.59
Indonesia,"Rice, paddy",2005,"45,739","2,702","1,597",27.22
Indonesia,"Rice, paddy",2005,"45,739","2,702","1,597",27.48
Indonesia,"Rice, paddy",2005,"45,739","2,702","1,597",27.44
Indonesia,"Rice, paddy",2005,"45,739","2,702","1,597",27.11
Indonesia,"Rice, paddy",2005,"45,739","2,702","1,597",27.77
Indonesia,Soybeans,2005,"13,006","2,702","1,597",25.59
Indonesia,Soybeans,2005,"13,006","2,702","1,597",27.22
Indonesia,Soybeans,2005,"13,006","2,702","1,597",27.48
Indonesia,Soybeans,2005,"13,006","2,702","1,597",27.44
Indonesia,Soybeans,2005,"13,006","2,702","1,597",27.11
Indonesia,Soybeans,2005,"13,006","2,702","1,597",27.77
Indonesia,Sweet potatoes,2005,"104,128","2,702","1,597",25.59
Indonesia,Sweet potatoes,2005,"104,128","2,702","1,597",27.22
Indonesia,Sweet potatoes,2005,"104,128","2,702","1,597",27.48
Indonesia,Sweet potatoes,2005,"104,128","2,702","1,597",27.44
Indonesia,Sweet potatoes,2005,"104,128","2,702","1,597",27.11
Indonesia,Sweet potatoes,2005,"104,128","2,702","1,597",27.77
Indonesia,Cassava,2006,"162,829","2,702","1,597",25.66
Indonesia,Cassava,2006,"162,829","2,702","1,597",27.39
Indonesia,Cassava,2006,"162,829","2,702","1,597",27.21
Indonesia,Cassava,2006,"162,829","2,702","1,597",27.55
Indonesia,Cassava,2006,"162,829","2,702","1,597",26.98
Indonesia,Cassava,2006,"162,829","2,702","1,597",27.55
Indonesia,Maize,2006,"34,699","2,702","1,597",25.66
Indonesia,Maize,2006,"34,699","2,702","1,597",27.39
Indonesia,Maize,2006,"34,699","2,702","1,597",27.21
Indonesia,Maize,2006,"34,699","2,702","1,597",27.55
Indonesia,Maize,2006,"34,699","2,702","1,597",26.98
Indonesia,Maize,2006,"34,699","2,702","1,597",27.55
Indonesia,Potatoes,2006,"169,363","2,702","1,597",25.66
Indonesia,Potatoes,2006,"169,363","2,702","1,597",27.39
Indonesia,Potatoes,2006,"169,363","2,702","1,597",27.21
Indonesia,Potatoes,2006,"169,363","2,702","1,597",27.55
Indonesia,Potatoes,2006,"169,363","2,702","1,597",26.98
Indonesia,Potatoes,2006,"169,363","2,702","1,597",27.55
Indonesia,"Rice, paddy",2006,"46,201","2,702","1,597",25.66
Indonesia,"Rice, paddy",2006,"46,201","2,702","1,597",27.39
Indonesia,"Rice, paddy",2006,"46,201","2,702","1,597",27.21
Indonesia,"Rice, paddy",2006,"46,201","2,702","1,597",27.55
Indonesia,"Rice, paddy",2006,"46,201","2,702","1,597",26.98
Indonesia,"Rice, paddy",2006,"46,201","2,702","1,597",27.55
Indonesia,Soybeans,2006,"12,878","2,702","1,597",25.66
Indonesia,Soybeans,2006,"12,878","2,702","1,597",27.39
Indonesia,Soybeans,2006,"12,878","2,702","1,597",27.21
Indonesia,Soybeans,2006,"12,878","2,702","1,597",27.55
Indonesia,Soybeans,2006,"12,878","2,702","1,597",26.98
Indonesia,Soybeans,2006,"12,878","2,702","1,597",27.55
Indonesia,Sweet potatoes,2006,"105,267","2,702","1,597",25.66
Indonesia,Sweet potatoes,2006,"105,267","2,702","1,597",27.39
Indonesia,Sweet potatoes,2006,"105,267","2,702","1,597",27.21
Indonesia,Sweet potatoes,2006,"105,267","2,702","1,597",27.55
Indonesia,Sweet potatoes,2006,"105,267","2,702","1,597",26.98
Indonesia,Sweet potatoes,2006,"105,267","2,702","1,597",27.55
Indonesia,Cassava,2007,"166,362","2,702","1,597",25.5
Indonesia,Cassava,2007,"166,362","2,702","1,597",27.21
Indonesia,Cassava,2007,"166,362","2,702","1,597",27.14
Indonesia,Cassava,2007,"166,362","2,702","1,597",27.29
Indonesia,Cassava,2007,"166,362","2,702","1,597",26.88
Indonesia,Cassava,2007,"166,362","2,702","1,597",27.49
Indonesia,Maize,2007,"36,601","2,702","1,597",25.5
Indonesia,Maize,2007,"36,601","2,702","1,597",27.21
Indonesia,Maize,2007,"36,601","2,702","1,597",27.14
Indonesia,Maize,2007,"36,601","2,702","1,597",27.29
Indonesia,Maize,2007,"36,601","2,702","1,597",26.88
Indonesia,Maize,2007,"36,601","2,702","1,597",27.49
Indonesia,Potatoes,2007,"160,919","2,702","1,597",25.5
Indonesia,Potatoes,2007,"160,919","2,702","1,597",27.21
Indonesia,Potatoes,2007,"160,919","2,702","1,597",27.14
Indonesia,Potatoes,2007,"160,919","2,702","1,597",27.29
Indonesia,Potatoes,2007,"160,919","2,702","1,597",26.88
Indonesia,Potatoes,2007,"160,919","2,702","1,597",27.49
Indonesia,"Rice, paddy",2007,"47,052","2,702","1,597",25.5
Indonesia,"Rice, paddy",2007,"47,052","2,702","1,597",27.21
Indonesia,"Rice, paddy",2007,"47,052","2,702","1,597",27.14
Indonesia,"Rice, paddy",2007,"47,052","2,702","1,597",27.29
Indonesia,"Rice, paddy",2007,"47,052","2,702","1,597",26.88
Indonesia,"Rice, paddy",2007,"47,052","2,702","1,597",27.49
Indonesia,Soybeans,2007,"12,908","2,702","1,597",25.5
Indonesia,Soybeans,2007,"12,908","2,702","1,597",27.21
Indonesia,Soybeans,2007,"12,908","2,702","1,597",27.14
Indonesia,Soybeans,2007,"12,908","2,702","1,597",27.29
Indonesia,Soybeans,2007,"12,908","2,702","1,597",26.88
Indonesia,Soybeans,2007,"12,908","2,702","1,597",27.49
Indonesia,Sweet potatoes,2007,"106,643","2,702","1,597",25.5
Indonesia,Sweet potatoes,2007,"106,643","2,702","1,597",27.21
Indonesia,Sweet potatoes,2007,"106,643","2,702","1,597",27.14
Indonesia,Sweet potatoes,2007,"106,643","2,702","1,597",27.29
Indonesia,Sweet potatoes,2007,"106,643","2,702","1,597",26.88
Indonesia,Sweet potatoes,2007,"106,643","2,702","1,597",27.49
Indonesia,Cassava,2008,"180,950","2,702","1,597",25.32
Indonesia,Cassava,2008,"180,950","2,702","1,597",26.97
Indonesia,Cassava,2008,"180,950","2,702","1,597",27.03
Indonesia,Cassava,2008,"180,950","2,702","1,597",27.18
Indonesia,Cassava,2008,"180,950","2,702","1,597",26.65
Indonesia,Cassava,2008,"180,950","2,702","1,597",27.34
Indonesia,Maize,2008,"40,776","2,702","1,597",25.32
Indonesia,Maize,2008,"40,776","2,702","1,597",26.97
Indonesia,Maize,2008,"40,776","2,702","1,597",27.03
Indonesia,Maize,2008,"40,776","2,702","1,597",27.18
Indonesia,Maize,2008,"40,776","2,702","1,597",26.65
Indonesia,Maize,2008,"40,776","2,702","1,597",27.34
Indonesia,Potatoes,2008,"166,719","2,702","1,597",25.32
Indonesia,Potatoes,2008,"166,719","2,702","1,597",26.97
Indonesia,Potatoes,2008,"166,719","2,702","1,597",27.03
Indonesia,Potatoes,2008,"166,719","2,702","1,597",27.18
Indonesia,Potatoes,2008,"166,719","2,702","1,597",26.65
Indonesia,Potatoes,2008,"166,719","2,702","1,597",27.34
Indonesia,"Rice, paddy",2008,"48,948","2,702","1,597",25.32
Indonesia,"Rice, paddy",2008,"48,948","2,702","1,597",26.97
Indonesia,"Rice, paddy",2008,"48,948","2,702","1,597",27.03
Indonesia,"Rice, paddy",2008,"48,948","2,702","1,597",27.18
Indonesia,"Rice, paddy",2008,"48,948","2,702","1,597",26.65
Indonesia,"Rice, paddy",2008,"48,948","2,702","1,597",27.34
Indonesia,Soybeans,2008,"13,119","2,702","1,597",25.32
Indonesia,Soybeans,2008,"13,119","2,702","1,597",26.97
Indonesia,Soybeans,2008,"13,119","2,702","1,597",27.03
Indonesia,Soybeans,2008,"13,119","2,702","1,597",27.18
Indonesia,Soybeans,2008,"13,119","2,702","1,597",26.65
Indonesia,Soybeans,2008,"13,119","2,702","1,597",27.34
Indonesia,Sweet potatoes,2008,"107,743","2,702","1,597",25.32
Indonesia,Sweet potatoes,2008,"107,743","2,702","1,597",26.97
Indonesia,Sweet potatoes,2008,"107,743","2,702","1,597",27.03
Indonesia,Sweet potatoes,2008,"107,743","2,702","1,597",27.18
Indonesia,Sweet potatoes,2008,"107,743","2,702","1,597",26.65
Indonesia,Sweet potatoes,2008,"107,743","2,702","1,597",27.34
Indonesia,Cassava,2009,"187,461","2,702","1,597",25.54
Indonesia,Cassava,2009,"187,461","2,702","1,597",27.31
Indonesia,Cassava,2009,"187,461","2,702","1,597",27.3
Indonesia,Cassava,2009,"187,461","2,702","1,597",27.63
Indonesia,Cassava,2009,"187,461","2,702","1,597",26.98
Indonesia,Cassava,2009,"187,461","2,702","1,597",27.69
Indonesia,Maize,2009,"42,372","2,702","1,597",25.54
Indonesia,Maize,2009,"42,372","2,702","1,597",27.31
Indonesia,Maize,2009,"42,372","2,702","1,597",27.3
Indonesia,Maize,2009,"42,372","2,702","1,597",27.63
Indonesia,Maize,2009,"42,372","2,702","1,597",26.98
Indonesia,Maize,2009,"42,372","2,702","1,597",27.69
Indonesia,Potatoes,2009,"165,123","2,702","1,597",25.54
Indonesia,Potatoes,2009,"165,123","2,702","1,597",27.31
Indonesia,Potatoes,2009,"165,123","2,702","1,597",27.3
Indonesia,Potatoes,2009,"165,123","2,702","1,597",27.63
Indonesia,Potatoes,2009,"165,123","2,702","1,597",26.98
Indonesia,Potatoes,2009,"165,123","2,702","1,597",27.69
Indonesia,"Rice, paddy",2009,"49,985","2,702","1,597",25.54
Indonesia,"Rice, paddy",2009,"49,985","2,702","1,597",27.31
Indonesia,"Rice, paddy",2009,"49,985","2,702","1,597",27.3
Indonesia,"Rice, paddy",2009,"49,985","2,702","1,597",27.63
Indonesia,"Rice, paddy",2009,"49,985","2,702","1,597",26.98
Indonesia,"Rice, paddy",2009,"49,985","2,702","1,597",27.69
Indonesia,Soybeans,2009,"13,483","2,702","1,597",25.54
Indonesia,Soybeans,2009,"13,483","2,702","1,597",27.31
Indonesia,Soybeans,2009,"13,483","2,702","1,597",27.3
Indonesia,Soybeans,2009,"13,483","2,702","1,597",27.63
Indonesia,Soybeans,2009,"13,483","2,702","1,597",26.98
Indonesia,Soybeans,2009,"13,483","2,702","1,597",27.69
Indonesia,Sweet potatoes,2009,"111,920","2,702","1,597",25.54
Indonesia,Sweet potatoes,2009,"111,920","2,702","1,597",27.31
Indonesia,Sweet potatoes,2009,"111,920","2,702","1,597",27.3
Indonesia,Sweet potatoes,2009,"111,920","2,702","1,597",27.63
Indonesia,Sweet potatoes,2009,"111,920","2,702","1,597",26.98
Indonesia,Sweet potatoes,2009,"111,920","2,702","1,597",27.69
Indonesia,Cassava,2010,"202,174","2,702","1,597",25.57
Indonesia,Cassava,2010,"202,174","2,702","1,597",27.25
Indonesia,Cassava,2010,"202,174","2,702","1,597",27.69
Indonesia,Cassava,2010,"202,174","2,702","1,597",27.46
Indonesia,Cassava,2010,"202,174","2,702","1,597",26.94
Indonesia,Cassava,2010,"202,174","2,702","1,597",27.55
Indonesia,Maize,2010,"44,359","2,702","1,597",25.57
Indonesia,Maize,2010,"44,359","2,702","1,597",27.25
Indonesia,Maize,2010,"44,359","2,702","1,597",27.69
Indonesia,Maize,2010,"44,359","2,702","1,597",27.46
Indonesia,Maize,2010,"44,359","2,702","1,597",26.94
Indonesia,Maize,2010,"44,359","2,702","1,597",27.55
Indonesia,Potatoes,2010,"159,445","2,702","1,597",25.57
Indonesia,Potatoes,2010,"159,445","2,702","1,597",27.25
Indonesia,Potatoes,2010,"159,445","2,702","1,597",27.69
Indonesia,Potatoes,2010,"159,445","2,702","1,597",27.46
Indonesia,Potatoes,2010,"159,445","2,702","1,597",26.94
Indonesia,Potatoes,2010,"159,445","2,702","1,597",27.55
Indonesia,"Rice, paddy",2010,"50,153","2,702","1,597",25.57
Indonesia,"Rice, paddy",2010,"50,153","2,702","1,597",27.25
Indonesia,"Rice, paddy",2010,"50,153","2,702","1,597",27.69
Indonesia,"Rice, paddy",2010,"50,153","2,702","1,597",27.46
Indonesia,"Rice, paddy",2010,"50,153","2,702","1,597",26.94
Indonesia,"Rice, paddy",2010,"50,153","2,702","1,597",27.55
Indonesia,Soybeans,2010,"13,726","2,702","1,597",25.57
Indonesia,Soybeans,2010,"13,726","2,702","1,597",27.25
Indonesia,Soybeans,2010,"13,726","2,702","1,597",27.69
Indonesia,Soybeans,2010,"13,726","2,702","1,597",27.46
Indonesia,Soybeans,2010,"13,726","2,702","1,597",26.94
Indonesia,Soybeans,2010,"13,726","2,702","1,597",27.55
Indonesia,Sweet potatoes,2010,"113,272","2,702","1,597",25.57
Indonesia,Sweet potatoes,2010,"113,272","2,702","1,597",27.25
Indonesia,Sweet potatoes,2010,"113,272","2,702","1,597",27.69
Indonesia,Sweet potatoes,2010,"113,272","2,702","1,597",27.46
Indonesia,Sweet potatoes,2010,"113,272","2,702","1,597",26.94
Indonesia,Sweet potatoes,2010,"113,272","2,702","1,597",27.55
Indonesia,Cassava,2011,"202,955","2,702","1,597",25.38
Indonesia,Cassava,2011,"202,955","2,702","1,597",27.24
Indonesia,Cassava,2011,"202,955","2,702","1,597",27.19
Indonesia,Cassava,2011,"202,955","2,702","1,597",27.39
Indonesia,Cassava,2011,"202,955","2,702","1,597",26.63
Indonesia,Cassava,2011,"202,955","2,702","1,597",27.19
Indonesia,Maize,2011,"45,652","2,702","1,597",25.38
